_id,Description,Sample Description,Sample No.,Date Sample Collected,Comments,Sample Matrix Code,Sample Matrix,Sample Type (comp./grab),Sample Collected by,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
1,"","",,,"","","","","","",TEMPERATURE,DO,PH,E.Cond.,"",Salinity (Field),ECOLI,FAECAL_COLI_MF,ENTEROCOCCI,CHLOROPHYLL_A,"",BOD,SUSPENDED_SOLI,TOC,AMMONIA_N,NOX,ORTHO_P,TN_PERSULPHATE,TP_PERSULPHATE,TKN
2,Units,"",,,"","","","","","",oC,mg/L,pH Units,us/cm,m,ppt,cfu/100mL,cfu/100mL,cfu/100mL,ug/L,ratio,mg/L,mg/L,mg/L C,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
992,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-06-13T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:50:00,19.3,5,7.3,37400,1.2,23.6,71,78,36,1.3,1,<3,13,4.8,0.052,0.045,0.049,0.37,0.08,0.33
993,North Pine Mid-Field Monitoring,MFMP 8 - 1.0m,16,2019-06-13T00:00:00,Not deep enough for 1.5m,SAL,Saline Water,Grab,Sampler 1,10:55:00,19.3,4.7,7.3,37400,"",23.6,"","","","","",<3,"",5.2,0.053,0.046,0.049,0.38,0.08,0.33
994,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-06-13T00:00:00,"",STP,Sewage,Grab,Sampler 1,12:05:00,26.1,8.3,7.4,814,"",0.4,7 EST,130,5 EST,1.3,1,<3,<2,10,0.1,0.2,0.17,1.17,0.25,0.97
995,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:00:00,18.5,6.5,7.5,44500,1.2,28.6,3 EST,3 EST,1 EST,2.1,1,<3,21,<5.0,0.01,0.007,0.036,0.38,0.07,0.37
996,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:10:00,18.6,6.2,7.6,44600,"",28.7,"","","","","",<3,"",12,0.01,0.007,0.036,0.36,0.07,0.35
997,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:35:00,18.5,7.2,7.5,43500,1.1,27.9,3 EST,8 EST,3 EST,2.1,1,<3,19,6,0.025,0.02,0.057,0.41,0.09,0.39
998,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:45:00,19.1,7.6,7.6,44900,"",28.9,"","","","","",<3,"",<5.0,0.015,0.007,0.039,0.36,0.07,0.35
999,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:00:00,19,8.6,7.5,39400,1.2,25,4 EST,8 EST,2 EST,3.2,1,<3,14,<5.0,0.037,0.024,0.06,0.41,0.09,0.39
1000,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:10:00,19.2,6.7,7.5,42300,"",27.1,"","","","","",<3,"",<5.0,0.028,0.015,0.048,0.4,0.08,0.38
1001,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:25:00,19.8,8.6,7.4,35500,1.2,22.3,7 EST,10 EST,5 EST,1.1,1,<3,19,6,0.058,0.03,0.055,0.44,0.09,0.41
1002,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:35:00,19.1,9.4,7.4,40800,"",26,"","","","","",<3,"",17,0.047,0.024,0.045,0.41,0.08,0.38
1003,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:50:00,19,4.7,7.4,38600,1.4,24.5,11,14,5 EST,1.1,1,<3,18,12,0.072,0.04,0.049,0.43,0.08,0.39
1004,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:00:00,19.1,4.5,7.4,39400,"",25,"","","","","",<3,"",<5.0,0.066,0.032,0.052,0.44,0.08,0.41
1005,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:10:00,19.2,8.5,7.4,37700,1.4,23.8,14,16,6 EST,<1,1,<3,21,<5.0,0.078,0.044,0.051,0.43,0.07,0.38
1006,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:15:00,19.2,9.1,7.4,38200,"",24.2,"","","","","",<3,"",<5.0,0.075,0.041,0.053,0.44,0.08,0.4
1007,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:30:00,18.9,3.9,7.3,33300,1.3,20.7,43,46,10,<1,1,<3,18,<5.0,0.072,0.049,0.047,0.42,0.07,0.37
1008,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:35:00,19,4.1,7.3,34200,"",21.4,"","","","","",<3,"",<5.0,0.075,0.046,0.049,0.44,0.08,0.39
1009,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-07-11T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:50:00,19.1,4.6,7.3,31000,1.3,19.2,39,42,21,2.1,1,<3,17,<5.0,0.067,0.049,0.044,0.48,0.08,0.43
1010,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2019-07-11T00:00:00,Could sample to 1.5m so took sample at 1.0m,SAL,Saline Water,Grab,Sampler 1,11:00:00,19.2,4.5,7.3,32300,"",20.1,"","","","","",<3,"",<5.0,0.073,0.046,0.049,0.43,0.11,0.39
1011,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-07-11T00:00:00,"",STP,Sewage,Grab,Sampler 1,12:20:00,25.1,7.8,7.5,943,"",0.5,6 EST,34,4 EST,1.1,1,<3,<2,<5.0,0.027,0.063,0.55,1.06,0.69,1
1012,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,07:15:00,17.2,6.9,7.6,46500,1,29.9,1 EST,2 EST,3 EST,1.3,1,<3,19,56,0.015,0.014,0.053,0.35,0.08,0.34
1013,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,07:22:00,17.4,6.3,7.7,48000,"",31.1,"","","","","",<3,"",39,0.015,0.01,0.047,0.34,0.07,0.33
1014,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,07:50:00,17.7,6.1,7.7,48000,1.3,31.1,2 EST,3 EST,2 EST,2.7,1,<3,18,31,0.025,0.023,0.062,0.39,0.09,0.37
1015,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,07:58:00,18.2,5.9,7.7,49400,"",32.1,"","","","","",<3,"",28,0.015,0.01,0.046,0.38,0.08,0.37
1016,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,08:10:00,17.6,5.9,7.6,44400,1.4,28.5,2 EST,3 EST,2 EST,1.3,1,<3,21,19,0.035,0.031,0.063,0.4,0.09,0.37
1017,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,08:17:00,18.2,5,7.6,46100,"",29.7,"","","","","",<3,"",21,0.028,0.022,0.055,0.39,0.08,0.37
1018,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,08:33:00,18.1,5.1,7.5,42800,1.4,27.4,4 EST,5 EST,1 EST,2.7,1,<3,19,28,0.046,0.04,0.057,0.41,0.08,0.37
1019,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,08:38:00,17.8,5.1,7.6,44900,"",28.9,"","","","","",<3,"",21,0.039,0.032,0.066,0.4,0.09,0.37
1020,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,08:55:00,18,5.4,7.5,43200,1.5,27.6,4 EST,5 EST,1 EST,2.7,1,<3,16,20,0.053,0.044,0.054,0.41,0.07,0.37
1021,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,09:02:00,18.4,5.7,7.6,45500,"",29.3,"","","","","",<3,"",19,0.041,0.028,0.053,0.38,0.08,0.35
1022,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,09:15:00,18.2,5,7.5,42600,1.6,27.2,14,14,6 EST,2.7,1,<3,16,15,0.059,0.046,0.053,0.41,0.07,0.37
1023,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,09:23:00,18.1,5.2,7.5,43200,"",27.6,"","","","","",<3,"",14,0.057,0.044,0.055,0.41,0.07,0.37
1024,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,09:46:00,17.9,5.4,7.5,40500,1.5,25.7,14,15,8 EST,2.7,1,<3,16,28,0.053,0.046,0.048,0.41,0.07,0.36
1025,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,09:52:00,17.9,5,7.5,41500,"",26.4,"","","","","",<3,"",15,0.059,0.048,0.053,0.39,0.08,0.34
1026,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-08-22T00:00:00,"",SAL,Saline Water,Grab,Sampler 9,10:18:00,17.9,5.8,7.5,39800,1,25.3,28,30,18,1.3,1,<3,18,15,0.055,0.043,0.048,0.39,0.07,0.35
1027,North Pine Mid-Field Monitoring,MFMP 8 - 1.0m,16,2019-08-22T00:00:00,Bottom=1.0m,SAL,Saline Water,Grab,Sampler 9,10:22:00,18.1,5.3,7.4,40800,"",26,"","","","","",<3,"",14,0.084,0.044,0.062,0.43,0.1,0.39
1028,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-08-22T00:00:00,"",STP,Sewage,Grab,Sampler 9,11:48:00,24.3,8.3,7.4,745,"",0.4,4 EST,20,9,1.3,1,<3,2,18,0.029,0.047,0.62,1.07,0.7,1.02
1029,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,07:50:00,17.8,7,7.8,52300,1.5,32.4,1 EST,2 EST,3 EST,1.1,1,<3,53,8,<0.005,<0.005,0.02,0.25,0.11,0.25
1030,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:03:00,17.8,6.9,7.8,52100,"",34.1,"","","","","",<3,"",6,0.015,<0.005,0.02,0.31,0.05,0.24
1031,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:40:00,18.2,6.5,7.8,52300,1.3,34.2,1 EST,1 EST,3 EST,2.1,1,<3,15,7,<0.005,<0.005,0.023,0.28,0.11,0.28
1032,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:49:00,18,5.8,7.8,52200,"",34.1,"","","","","",<3,"",7,<0.005,<0.005,0.024,0.26,0.11,0.26
1033,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:15:00,18.7,5.9,7.8,49300,1.2,32.1,2 EST,4 EST,<1,4.3,1,<3,19,7,0.007,0.013,0.03,0.31,0.12,0.3
1034,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:25:00,18.6,6.3,7.8,50000,"",32.6,"","","","","",<3,"",9,<0.005,0.014,0.03,0.32,0.11,0.31
1035,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:47:00,20.2,6.6,7.6,40100,1.1,25.5,9 EST,13,5 EST,3.2,1,<3,3,13,0.016,0.031,0.056,0.38,0.13,0.35
1036,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:57:00,18.5,6.4,7.8,49400,"",32.1,"","","","","",<3,"",7,0.013,0.024,0.037,0.34,0.12,0.32
1037,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:12:00,19.2,6.4,7.7,47800,1,31,5 EST,6 EST,5 EST,4.3,1,<3,18,7,0.021,0.03,0.042,0.39,0.12,0.36
1038,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:23:00,18.8,6.3,7.7,48300,"",31.3,"","","","","",<3,"",7,0.025,0.027,0.04,0.37,0.12,0.35
1039,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:33:00,19.5,6.6,7.6,46600,1,30.2,7 EST,7 EST,1 EST,3.2,1,<3,27,7,0.042,0.043,0.052,0.42,0.13,0.37
1040,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:44:00,19.2,6.9,7.6,47100,"",30.5,"","","","","",<3,"",7,0.041,0.042,0.049,0.4,0.12,0.36
1041,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:03:00,19.6,8.1,7.5,43900,1.1,28.2,12,12,9 EST,1.1,1,<3,14,7,0.057,0.052,0.05,0.37,0.12,0.32
1042,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:10:00,19.4,8.7,7.5,44500,"",28.6,"","","","","",<3,"",7,0.059,0.052,0.049,0.42,0.12,0.37
1043,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:36:00,19.3,5.5,7.5,43000,1.2,27.5,24,28,25,1.1,1,<3,12,7,0.051,0.049,0.043,0.34,0.11,0.29
1044,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2019-09-12T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:46:00,19.3,5.2,7.5,42900,"",27.5,"","","","","",<3,"",7,0.05,0.042,0.039,0.36,0.11,0.32
1045,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-09-12T00:00:00,"",STP,Sewage,Grab,Sampler 2,12:50:00,25.2,8,7.4,740,"",0.4,63,120,32,1.1,1,<3,3,13,0.081,0.18,0.88,1.22,0.94,1.05
1046,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,07:30:00,24.6,6,7.8,49400,1.4,32.3,7 EST,8 EST,1 EST,5.9,1.1,<3,27,7,<0.005,<0.005,0.042,0.31,0.07,0.31
1047,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,07:40:00,24.7,6.3,7.8,49300,"",32.2,"","","","","",<3,"",7,<0.005,<0.005,0.043,0.31,0.07,0.31
1048,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:20:00,25.1,6.6,7.8,51000,1.2,33.5,8 EST,9 EST,<1,6.4,1.1,<3,10,6,<0.005,<0.005,0.047,0.34,0.08,0.34
1049,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:30:00,24.8,6.5,7.8,50200,"",32.8,"","","","","",<3,"",6,<0.005,<0.005,0.045,0.33,0.08,0.33
1050,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:55:00,25.7,6.8,7.8,43900,1.1,28.3,2 EST,12,2 EST,7.5,1.1,<3,20,6,<0.005,<0.005,0.066,0.39,0.1,0.39
1051,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:04:00,25.3,6.7,7.8,46800,"",30.4,"","","","","",<3,"",6,<0.005,<0.005,0.057,0.37,0.09,0.37
1052,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:28:00,25.9,6.6,7.7,44500,1.1,28.7,6 EST,8 EST,<1,8.5,1.1,<3,11,6,<0.005,<0.005,0.072,0.41,0.11,0.41
1053,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:40:00,25.6,6.4,7.8,45800,"",29.7,"","","","","",<3,"",6,<0.005,<0.005,0.063,0.4,0.11,0.4
1054,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:05:00,25.9,6.3,7.7,44200,1.1,28.5,7 EST,12 EST,3 EST,12,1.1,<3,20,6,<0.005,<0.005,0.067,0.4,0.1,0.4
1055,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:12:00,25.7,6.2,7.7,45000,"",29.1,"","","","","",<3,"",8,<0.005,<0.005,0.069,0.41,0.11,0.41
1056,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:25:00,26.2,5.7,7.6,42300,1.2,27.1,10 EST,12 EST,<1,12,1.1,<3,7,7,<0.005,<0.005,0.074,0.39,0.11,0.39
1057,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:35:00,25.9,5.6,7.6,42900,"",27.6,"","","","","",<3,"",6,<0.005,<0.005,0.072,0.4,0.11,0.4
1058,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:05:00,26.3,4.4,7.5,40400,1,25.8,23,25,4 EST,9.6,1.1,<3,24,6,0.008,0.019,0.073,0.41,0.11,0.39
1059,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:10:00,26.3,4.5,7.5,40500,"",25.9,"","","","","",<3,"",6,<0.005,0.016,0.072,0.41,0.11,0.39
1060,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:34:00,26.3,5.5,7.5,37500,0.9,23.8,68,73,20,7.5,1.1,<3,21,6,0.011,0.024,0.067,0.42,0.1,0.4
1061,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2019-10-24T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,11:40:00,26.4,5.3,7.5,37600,"",23.9,"","","","","",<3,"",<5.0,0.01,0.023,0.067,0.4,0.11,0.38
1062,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-10-24T00:00:00,"",STP,Sewage,Grab,Sampler 2,13:15:00,27.7,7.8,7.4,761,"",0.4,150,610,32,1.1,1,<3,4,11,0.027,0.071,0.65,1.01,0.73,0.93
1063,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,07:40:00,24.5,6.4,7.8,50600,1.5,33.2,2 EST,2 EST,1 EST,4.3,1.1,<3,12,11,<0.005,<0.005,0.046,0.36,0.08,0.36
1064,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,07:50:00,24.5,5.9,7.8,50700,"",33.3,"","","","","",<3,"",10,<0.005,<0.005,0.045,0.38,0.08,0.38
1065,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:27:00,25,5.5,7.7,49000,1.3,32,1 EST,3 EST,1 EST,4.3,1.1,<3,28,9,<0.005,<0.005,0.052,0.36,0.08,0.36
1066,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:38:00,24.8,5.4,7.8,50300,"",33,"","","","","",<3,"",9,<0.005,<0.005,0.049,0.38,0.09,0.38
1067,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:55:00,25.7,6.5,7.7,44600,1.3,28.8,5 EST,5 EST,<1,3.2,1,<3,17,9,<0.005,<0.005,0.066,0.42,0.1,0.42
1068,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:08:00,25.4,6.8,7.7,49100,"",32.1,"","","","","",<3,"",10,<0.005,<0.005,0.056,0.5,0.1,0.5
1069,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:25:00,26,4.4,7.6,45700,1.3,29.6,6 EST,10 EST,2 EST,7.5,1.1,<3,25,9,0.006,<0.005,0.069,0.42,0.1,0.42
1070,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:32:00,25.7,4.7,7.6,47800,"",31.1,"","","","","",<3,"",10,0.007,<0.005,0.065,0.42,0.1,0.42
1071,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:44:00,26,4.7,7.6,47200,1.2,30.7,5 EST,5 EST,5 EST,3.2,1,<3,24,10,0.013,<0.005,0.069,0.43,0.11,0.43
1072,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:54:00,25.6,4.3,7.6,47700,"",31.1,"","","","","",<3,"",14,0.013,<0.005,0.068,0.46,0.11,0.46
1073,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:03:00,25.9,5.1,7.6,46100,1.2,29.9,5 EST,6 EST,4 EST,5.3,1.1,<3,30,9,0.041,<0.005,0.072,0.44,0.12,0.44
1074,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:10:00,25.6,4.8,7.6,46600,"",30.2,"","","","","",<3,"",9,0.01,<0.005,0.072,0.45,0.12,0.45
1075,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:22:00,26.1,6,7.5,43800,1.3,28.2,25,29,11,6.4,1.1,<3,20,10,<0.005,<0.005,0.069,0.41,0.11,0.41
1076,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:31:00,25.8,5.7,7.5,44300,"",28.6,"","","","","",<3,"",10,<0.005,<0.005,0.069,0.42,0.11,0.42
1077,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:50:00,25.9,4.9,7.5,41600,1.3,26.7,40,47,23,6.4,1.1,<3,22,9,<0.005,<0.005,0.066,0.42,0.11,0.42
1078,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2019-11-07T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,11:00:00,25.6,3.7,7.5,45000,"",29.1,"","","","","",<3,"",10,0.026,<0.005,0.076,0.42,0.12,0.42
1079,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2019-11-07T00:00:00,"",STP,Sewage,Grab,Sampler 1,12:10:00,28.4,8,7.4,732,"",0.4,3 EST,480,1 EST,2.1,1,<3,3,16,0.035,0.033,0.59,1.06,0.71,1.03
1080,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:30:00,26.9,5.2,7.6,49700,0.9,32.5,<1,2 EST,<1,8.5,1.1,<3,16,8,<0.005,<0.005,0.062,0.42,0.09,0.42
1081,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:38:00,27.1,4.4,7.7,51100,"",33.6,"","","","","",<3,"",9,<0.005,<0.005,0.057,0.44,0.09,0.44
1082,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:15:00,27.9,5.7,6.7,47400,1.1,30.8,1 EST,2 EST,<1,9.6,1.1,<3,27,9,<0.005,<0.005,0.073,0.51,0.11,0.51
1083,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:22:00,27.9,5.1,7.7,50600,"",33.2,"","","","","",<3,"",8,<0.005,<0.005,0.061,0.52,0.1,0.52
1084,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:40:00,27.9,5.5,7.6,47600,1,31,<1,4 EST,1 EST,9.6,1.1,<3,17,10,<0.005,<0.005,0.077,0.5,0.12,0.5
1085,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2019-12-05T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:47:00,28.2,4.2,7.6,50600,"",33.2,"","","","","",<3,"",9,<0.005,<0.005,0.067,0.51,0.11,0.51
